accx,accy,accz,pres,temp,alt,velv,accv,act,time,state
17.12,-1.8,1.79,42.92,53.69,8958.2,-52.88,-9.46,0,59265,3
14.08,-1.75,3.67,42.93,53.69,8955.36,-55.1,-9.5,0,59319,3
17.14,0.19,0.76,42.94,53.69,8952.19,-57.13,-7.64,0,59366,3
10.41,-2,3.42,42.95,53.63,8949.3,-59.48,-7.82,0,59417,3
8.47,-2.33,4.66,42.96,53.69,8946.08,-61.58,-7.93,0,59468,3
8.53,-2.43,4.28,42.98,53.69,8942.74,-63.77,-7.72,0,59520,3
11.35,-2.97,4.63,42.99,53.69,8939.22,-66,-9.42,0,59575,3
9.7,-1.4,4.39,43.01,53.63,8935.38,-68.13,-7.45,0,59623,3
16.93,0.82,4.24,43.01,53.69,8931.92,-70.28,-8.65,0,59674,3
15.24,2.07,6.5,43.03,53.69,8928.15,-72.37,-8.04,0,59725,3
21.54,0.95,6.34,43.04,53.69,8924.26,-74.64,-11.09,0,59778,3
14.88,-0.82,6.23,43.06,53.69,8920.1,-76.8,-9.66,0,59826,3
9.45,-3.32,4.44,43.08,53.69,8916.21,-79.16,-8.48,0,59876,3
9.65,-3.43,4.32,43.1,53.69,8912.05,-81.44,-8.55,0,59927,3
9.76,-3.2,4.46,43.12,53.69,8907.68,-83.75,-8.53,0,59981,3
15.74,-0.85,2.76,43.13,53.63,8902.94,-85.99,-8.12,0,60029,3
10.89,-1.98,1.64,43.15,53.63,8898.6,-88.29,-6.41,0,60080,3
11.8,-3.07,3.19,43.16,53.69,8893.91,-90.4,-8.42,0,60131,3
8.44,-3.43,4.14,43.18,53.63,8889.09,-92.64,-7.99,0,60185,3
11.42,-3.57,3.51,43.19,53.63,8883.88,-94.71,-8.72,0,60233,3
7.43,-3.71,3.59,43.21,53.69,8879.15,-96.81,-7.43,0,60284,3
11.14,-3.28,2.1,43.23,53.63,8874.02,-98.89,-7.47,0,60335,3
8.8,-3.15,3.37,43.24,53.63,8868.79,-100.84,-7.29,0,60389,3
10.79,-3.05,3.82,43.25,53.69,8863.18,-102.54,-8.11,0,60437,3
14.47,-1.32,2.8,43.27,53.69,8858.11,-104.27,-7.41,0,60488,3
12.64,-2.14,3.7,43.28,53.63,8852.64,-105.9,-7.84,0,60539,3
9.35,-3.3,4.77,43.29,53.69,8847.11,-107.34,-8.2,0,60593,3
15.07,-1.29,5.68,43.31,53.63,8841.17,-108.85,-8.97,0,60641,3
9.25,-3.19,5.79,43.32,53.63,8835.83,-110.23,-8.62,0,60692,3
10.14,-3.26,5.82,43.33,53.63,8830.1,-111.46,-8.89,0,60743,3
15.59,-2.53,5.7,43.36,53.63,8824.31,-112.75,-9.72,0,60797,3
17.47,-3.2,5.8,43.37,53.63,8818.12,-113.92,-10.6,0,60845,3
5.82,-3.01,6.5,43.39,53.63,8812.57,-114.92,-8.04,0,60896,3
10.47,-2.47,6.99,43.4,53.63,8806.64,-115.84,-9.19,0,60947,3
8.81,-1.31,6.58,43.42,53.63,8800.67,-116.59,-7.8,0,60998,3
13.69,-1.02,6.8,43.43,53.63,8794.67,-117.29,-8.9,0,61052,3
10.91,-1.83,7.07,43.45,53.63,8788.29,-117.93,-8.96,0,61101,3
8.07,-2.02,7.54,43.47,53.63,8782.47,-118.49,-8.9,0,61152,3
10.56,0.08,10.7,43.49,53.69,8776.4,-119.06,-11.09,0,61204,3
8.8,-0.12,9.88,43.51,53.63,8770.17,-119.62,-10.32,0,61258,3
8.94,0.75,9.33,43.53,53.63,8763.7,-120,-9.7,0,61305,3
11.79,1.28,8.66,43.54,53.63,8758.06,-120.12,-9.57,0,61356,3
9.64,0.81,8.86,43.55,53.63,8751.95,-120.22,-9.77,0,61406,3
8.47,0.86,8.71,43.57,53.63,8745.96,-120.14,-9.58,0,61460,3
12.4,1.26,8.66,43.58,53.63,8739.51,-120.04,-10.21,0,61508,3
6.97,2.2,8.73,43.6,53.69,8733.81,-119.56,-9.5,0,61559,3
11.11,2.77,8.23,43.61,53.69,8727.78,-119.11,-9.75,0,61611,3
5.94,3.68,8.89,43.63,53.63,8721.66,-118.66,-9.86,0,61666,3
11.18,4.26,8.93,43.64,53.69,8715.23,-118.04,-10.8,0,61714,3
15.61,4.68,9.74,43.66,53.63,8709.66,-117.29,-12.27,0,61765,3
9.9,6.49,8.81,43.66,53.69,8703.81,-116.29,-11.36,0,61815,3
8.39,7.21,8.29,43.68,53.63,8698.12,-115.31,-11.19,0,61869,3
10.2,8.25,7.9,43.69,53.63,8692.03,-114.33,-11.69,0,61916,3
10.66,8.98,7.68,43.7,53.63,8686.82,-112.89,-12.08,0,61967,3
12.67,9.53,7.8,43.72,53.63,8681.23,-111.6,-12.73,0,62018,3
7.52,10.39,7.39,43.73,53.56,8675.7,-110.31,-12.82,0,62072,3
10.77,11.72,7.68,43.74,53.63,8669.93,-108.97,-14.17,0,62121,3
5.12,12.15,6.42,43.75,53.63,8664.8,-107.2,-13.67,0,62173,3
11.47,13.76,7.16,43.76,53.63,8659.44,-105.6,-15.51,0,62224,3
10.99,13.75,4.94,43.78,53.56,8654.28,-103.84,-14.43,0,62293,3
4.45,13.52,4.11,43.8,53.56,8647.32,-102.93,-14.02,0,62370,3
6.33,14.76,2.61,43.82,53.56,8639.6,-102.25,-14.74,0,62425,3
15.52,15.03,1.42,43.82,53.63,8634.26,-100.16,-14.61,0,62448,3
7.17,14.52,0.88,43.84,53.56,8632.24,-94.13,-14.33,0,62499,3
14.33,14.32,0.09,43.85,53.56,8627.7,-92,-14.02,0,62547,3
13.49,14.77,-0.39,43.87,53.63,8623.55,-89.58,-14.57,0,62598,3
9.53,13.88,-1.03,43.89,53.56,8619.24,-87.44,-13.78,0,62649,3
18.46,16.17,-2.27,43.9,53.56,8615.04,-85.34,-16.11,0,62701,3
8.9,15.19,-1.94,43.93,53.63,8610.86,-83.38,-15.22,0,62783,3
15.45,16.58,-2.33,43.93,53.63,8604.27,-82.78,-16.58,0,62807,3
10.19,15.47,-4.93,43.94,53.63,8602.58,-76.66,-16.21,0,62855,3
10.07,13.83,-6.22,43.96,53.56,8599.18,-74.25,-15.15,0,62906,3
4.07,13.44,-5.64,43.97,53.56,8595.66,-72.05,-14.55,0,62959,3
9.6,14.75,-6.79,43.99,53.56,8592.11,-70.08,-16.2,0,63007,3
5.15,11.98,-6.75,44.01,53.56,8589.01,-67.71,-13.71,0,63058,3
11.09,12.39,-8.15,44.02,53.56,8585.81,-65.67,-14.88,0,63109,3
11.78,10.74,-9.15,44.04,53.63,8582.72,-63.57,-14.29,0,63164,3
6.75,9.92,-9.46,44.06,53.56,8579.46,-61.88,-13.79,0,63213,3
11.64,9.84,-11.16,44.08,53.56,8576.66,-59.99,-15.16,0,63264,3
15.56,9.5,-11.35,44.09,53.56,8573.83,-58.25,-15.2,0,63315,3
9.08,7.97,-10.29,44.11,53.63,8571.09,-56.43,-13.19,0,63368,3
7.42,7.36,-10.56,44.13,53.56,8568.3,-54.9,-12.99,0,63416,3
7.16,6.5,-10.65,44.14,53.63,8565.89,-53.01,-12.57,0,63467,3
6.99,5.85,-10.95,44.15,53.63,8563.39,-51.37,-12.49,0,63517,3
6.71,5.5,-10.98,44.17,53.56,8561.02,-49.81,-12.25,0,63571,3
7.87,5.44,-11.31,44.18,53.56,8558.52,-48.47,-12.43,0,63619,3
7.24,5.39,-12.69,44.19,53.63,8556.39,-46.85,-13.54,0,63671,3
6.86,4.23,-11.74,44.21,53.56,8554.12,-45.61,-12.3,0,63723,3
10.26,3.96,-12.15,44.23,53.56,8551.91,-44.47,-12.67,0,63777,3
6.8,3.4,-11.48,44.24,53.56,8549.67,-43.45,-11.73,0,63825,3
8.84,3.05,-11.58,44.26,53.56,8547.72,-42.31,-11.79,0,63876,3
11.19,2.58,-12.85,44.28,53.56,8545.69,-41.52,-13.03,0,63926,3
14.11,4.95,-12.92,44.29,53.56,8543.73,-40.77,-12.82,0,63980,3
7.6,2.48,-11.47,44.31,53.56,8541.64,-40.2,-11.3,0,64027,3
13.45,2.47,-11.85,44.33,53.56,8539.84,-39.54,-11.81,0,64078,3
6.94,1.62,-10.94,44.34,53.56,8537.92,-39.01,-10.71,0,64129,3
8.56,1.2,-11.09,44.35,53.63,8536.01,-38.54,-10.92,0,64183,3
7.81,1.09,-11.05,44.37,53.56,8533.99,-38.35,-10.78,0,64231,3
6.74,0.93,-11.51,44.38,53.56,8532.22,-38,-11.12,0,64282,3
11.65,1.25,-13.26,44.39,53.56,8530.33,-37.91,-12.76,0,64333,3
9.4,1.68,-12.55,44.41,53.56,8528.44,-37.91,-11.82,0,64387,3
8.75,0.91,-12.07,44.42,53.56,8526.43,-38.03,-11.52,0,64435,3
9.69,0.31,-12.38,44.44,53.56,8524.63,-38.14,-12,0,64486,3
10.6,0.54,-13.42,44.46,53.56,8522.69,-38.53,-12.96,0,64537,3
9.59,0.72,-12.87,44.47,53.56,8520.72,-38.95,-12.4,0,64588,3
8.52,0.88,-12.16,44.49,53.56,8518.72,-39.5,-11.68,0,64642,3
10.58,0.47,-11.53,44.5,53.56,8516.56,-40.16,-11.38,0,64690,3
9.9,-0.07,-11.09,44.52,53.56,8514.59,-40.9,-11.15,0,64741,3
6.81,-0.27,-10.6,44.54,53.56,8512.46,-41.75,-10.57,0,64792,3
8.49,-0.43,-10.63,44.56,53.56,8510.26,-42.72,-10.82,0,64846,3
9.87,-0.44,-10.68,44.57,53.56,8507.89,-43.78,-11.03,0,64894,3
15.01,0.1,-11.14,44.59,53.56,8505.71,-44.97,-11.85,0,64945,3
26.3,1.92,-13.14,44.61,53.56,8503.31,-46.45,-14.4,0,64996,3
14.34,-0.64,-11.1,44.62,53.56,8500.84,-47.9,-12.16,0,65050,3
5.88,-0.25,-10.03,44.64,53.56,8498.14,-49.24,-9.99,0,65098,3
13.01,0.06,-10.82,44.65,53.56,8495.67,-50.71,-11.58,0,65149,3
11.3,2.32,-11.77,44.66,53.5,8492.96,-52.28,-11.31,0,65201,3
12.64,0.13,-10.04,44.68,53.56,8490.12,-53.79,-10.9,0,65256,3
7.07,0.27,-9.9,44.7,53.56,8487.03,-55.31,-9.81,0,65304,3
12.92,1.59,-9.8,44.71,53.56,8484.25,-56.91,-10.11,0,65355,3
18.82,0.12,-9.66,44.73,53.5,8481.2,-58.74,-11.65,0,65406,3
12.03,-1.14,-9.58,44.74,53.56,8478.06,-60.5,-10.86,0,65459,3
11.57,-2.65,-9.52,44.76,53.56,8474.7,-62.36,-11.38,0,65507,3
9.66,-2.98,-9.09,44.78,53.56,8471.54,-64.38,-10.78,0,65557,3
8.93,-3.25,-8.56,44.8,53.5,8468.14,-66.45,-10.32,0,65608,3
10.11,-3.02,-8.29,44.81,53.56,8464.59,-68.37,-10.12,0,65662,3
9.47,-3.36,-8.11,44.83,53.5,8460.72,-70.33,-10.01,0,65711,3
14.33,-3.44,-8.81,44.84,53.56,8457.11,-72.34,-11.45,0,65763,3
9.2,-4.02,-8.09,44.85,53.56,8453.19,-74.2,-10.24,0,65814,3
8.2,-4.35,-7.58,44.87,53.5,8449.23,-76.14,-9.85,0,65868,3
9.57,-4.38,-7.12,44.88,53.5,8444.96,-77.97,-9.8,0,65916,3
11.07,-4.22,-6.94,44.89,53.5,8441.06,-79.85,-9.84,0,65966,3
9.91,-4.24,-6.61,44.91,53.5,8436.91,-81.65,-9.34,0,66017,3
12.16,-4.36,-6.16,44.92,53.56,8432.6,-83.31,-9.67,0,66067,3
9.03,-4.87,-5.34,44.94,53.56,8428.29,-84.97,-8.88,0,66121,3
7.36,-5.18,-4.72,44.96,53.56,8423.55,-86.58,-8.39,0,66169,3
10.47,-4.38,-4.13,44.98,53.5,8419.25,-88.32,-8.25,0,66221,3
10.74,-4.88,-3.75,44.99,53.5,8414.51,-89.93,-8.6,0,66273,3
10.56,-4.9,-2.9,45,53.5,8409.7,-91.46,-8.3,0,66327,3
6.67,-5.93,-2.24,45.02,53.5,8404.63,-92.86,-7.94,0,66375,3
8.81,-5.41,-1.74,45.04,53.5,8400.04,-94.36,-8.01,0,66426,3
13.66,-4.13,-0.88,45.05,53.5,8395.11,-95.73,-8.21,0,66476,3
15.65,-4.14,-0.67,45.07,53.5,8390.21,-97.07,-8.87,0,66530,3
12.13,-5.05,-0.49,45.08,53.5,8384.87,-98.22,-8.63,0,66577,3
12.04,-4.71,-0.1,45.09,53.5,8380.16,-99.37,-8.31,0,66628,3
14,-5.3,0.16,45.11,53.5,8375,-100.45,-9.52,0,66690,3
11.19,-5.2,0.99,45.12,53.5,8368.7,-101.33,-8.69,0,66751,3
9.21,-4.93,1.62,45.13,53.5,8362.46,-102.04,-8,0,66781,3
15.13,-3.78,1.32,45.15,53.44,8359.35,-102.94,-8.98,0,66832,3
11.49,-3.8,1.25,45.16,53.5,8354.06,-103.51,-7.75,0,66883,3
11.92,-4.2,2.1,45.18,53.56,8348.75,-104.01,-8.64,0,66937,3
12.78,-3.69,2.92,45.19,53.5,8343.1,-104.55,-8.99,0,66985,3
15.82,-2.15,2.18,45.2,53.56,8338.07,-104.76,-8.66,0,67036,3
16.2,-2.23,3.6,45.22,53.5,8332.72,-105.08,-9.75,0,67087,3
11.27,-1.89,4.01,45.23,53.5,8327.37,-105.18,-8,0,67141,3
12.24,-1.04,4.56,45.25,53.5,8321.7,-105.28,-8.25,0,67189,3
12.81,-1.21,4.6,45.27,53.44,8316.65,-105.38,-8.72,0,67240,3
11.83,-1.65,5.04,45.28,53.44,8311.29,-105.44,-9.02,0,67291,3
17.36,-0.95,3.89,45.3,53.5,8305.94,-105.43,-9.92,0,67345,3
11.94,-0.63,5.29,45.32,53.5,8300.27,-105.38,-8.82,0,67393,3
11.94,-0.75,5.91,45.34,53.5,8295.26,-105.17,-9.44,0,67444,3
12.23,-0.64,6.41,45.36,53.5,8289.93,-105.04,-9.96,0,67495,3
19.59,1.48,4.62,45.38,53.5,8284.61,-104.88,-10.36,0,67546,3
12.78,0.22,6.2,45.39,53.5,8279.32,-104.58,-9.72,0,67600,3
27.84,1.33,3.95,45.41,53.44,8273.71,-104.58,-12.88,0,67648,3
12.09,0.12,5.76,45.42,53.44,8268.76,-104.06,-9.15,0,67699,3
16.58,0.14,4.91,45.43,53.5,8263.54,-103.47,-9.96,0,67750,3
8.28,-0.16,7.15,45.45,53.44,8258.34,-102.9,-9.07,0,67805,3
16.1,1.19,7.48,45.46,53.44,8252.76,-102.47,-11.5,0,67854,3
11.12,1.02,7.74,45.48,53.44,8247.84,-101.71,-10.12,0,67905,3
21.54,2.61,7.1,45.49,53.44,8242.75,-101.07,-12.47,0,67956,3
14.84,1.69,7.86,45.51,53.5,8237.72,-100.19,-11.27,0,68009,3
11.13,1.74,7.98,45.53,53.44,8232.52,-99.39,-10.15,0,68057,3
10.7,3.54,7.54,45.54,53.5,8227.89,-98.11,-9.05,0,68107,3
12.69,2.66,7.28,45.56,53.44,8223.11,-97.09,-9.75,0,68158,3
10.3,1.56,7.87,45.58,53.44,8218.29,-96.06,-9.86,0,68212,3
10.05,1.18,7.55,45.59,53.44,8213.23,-95.08,-9.64,0,68261,3
13.15,2.46,7.13,45.62,53.44,8208.71,-93.98,-9.89,0,68312,3
8.47,0.8,7.76,45.63,53.5,8204.05,-92.84,-9.46,0,68364,3
15.99,1.61,7.31,45.66,53.44,8199.35,-91.94,-11.24,0,68418,3
15.33,1,7.01,45.66,53.5,8194.53,-90.9,-10.95,0,68466,3
15.08,0.54,6.55,45.68,53.44,8190.31,-89.69,-10.63,0,68516,3
12.5,-0.75,5.31,45.7,53.5,8185.98,-88.35,-9.09,0,68567,3
18.45,-0.48,4.55,45.72,53.5,8181.62,-87.15,-10.3,0,68620,3
14.76,0.12,5.8,45.73,53.5,8177.16,-85.98,-10.02,0,68668,3
16.08,-0.88,5.16,45.75,53.5,8173.19,-84.56,-10.11,0,68719,3
8.39,0.5,7.35,45.76,53.5,8169.04,-83.19,-9.16,0,68770,3
12.29,0.83,7.22,45.78,53.44,8164.95,-81.96,-10.15,0,68825,3
13.39,1.12,7.14,45.79,53.44,8160.6,-80.86,-10.32,0,68874,3
18.41,1.89,7.02,45.8,53.44,8156.8,-79.48,-11.49,0,68925,3
18.67,1.86,6.9,45.82,53.44,8152.91,-78.25,-11.41,0,68976,3
14.93,2.15,7.4,45.84,53.5,8149.08,-76.92,-10.65,0,69026,3
13.4,1.74,7.61,45.86,53.44,8145.39,-75.72,-10.49,0,69095,3
12.31,4.16,7.98,45.9,53.44,8140.27,-75.34,-9.94,0,69172,3
9.82,2.22,7.43,45.93,53.44,8134.57,-75.09,-9.14,0,69227,3
11.05,1.64,6.97,45.93,53.44,8130.59,-74.05,-9.1,0,69249,3
11.26,2.2,8.13,45.95,53.44,8129.1,-70.97,-10.04,0,69311,3
11.67,2.09,7.69,45.97,53.44,8124.81,-70.36,-9.7,0,69349,3
10.76,1.76,8.02,45.98,53.44,8122.27,-68.84,-9.83,0,69400,3
10.19,2.06,8.99,45.99,53.44,8118.88,-67.95,-10.55,0,69452,3
9.25,2.29,8.3,46.01,53.44,8115.47,-67.03,-9.66,0,69507,3
9.72,2.72,8.54,46.02,53.44,8111.91,-66.18,-9.94,0,69555,3
8.03,2.52,9.25,46.03,53.44,8108.87,-65.09,-10.34,0,69606,3
7.45,2.82,9.6,46.05,53.44,8105.68,-64.18,-10.58,0,69656,3
10.66,3.54,9.4,46.06,53.44,8102.58,-63.32,-10.95,0,69710,3
11.7,3.93,9.55,46.08,53.44,8099.28,-62.59,-11.35,0,69757,3
11.73,4.66,10,46.09,53.44,8096.46,-61.68,-11.93,0,69808,3
7.79,4.53,9.34,46.1,53.44,8093.43,-60.87,-10.79,0,69886,3
7.63,5.15,9.9,46.12,53.44,8088.78,-60.84,-11.53,0,69914,3
12.21,5.97,9.05,46.13,53.38,8087.19,-58.89,-11.63,0,69962,3
8.2,6.1,8.48,46.15,53.44,8084.48,-58.02,-10.77,0,70014,3
17.79,6.97,10.36,46.16,53.44,8081.56,-57.55,-14.21,0,70065,3
19.41,9.07,8.31,46.18,53.44,8078.72,-57.07,-13.5,0,70119,3
9.3,7.39,8.23,46.21,53.44,8075.71,-56.76,-11.74,0,70166,3
12.67,7.81,7.73,46.22,53.38,8073.11,-56.36,-12.13,0,70217,3
15.83,8.43,8.85,46.23,53.44,8070.31,-56.1,-13.96,0,70267,3
8.28,9.31,7.62,46.25,53.44,8067.58,-55.8,-12.75,0,70321,3
10.83,9.69,6.53,46.26,53.44,8064.63,-55.61,-12.67,0,70369,3
8.83,11,5.24,46.27,53.38,8062.02,-55.4,-12.71,0,70420,3
8.42,11.44,4.55,46.29,53.44,8059.26,-55.21,-12.81,0,70472,3
9.1,11.72,3.73,46.31,53.44,8056.43,-55.17,-12.88,0,70524,3
5.7,12.15,3.38,46.32,53.44,8053.61,-55.14,-12.9,0,70578,3
9.2,13.06,2.21,46.33,53.44,8050.68,-55.23,-13.77,0,70626,3
11.55,14.84,1.04,46.35,53.38,8048.06,-55.35,-15.45,0,70677,3
14.16,15.27,-0.61,46.36,53.44,8045.27,-55.53,-15.89,0,70727,3
15.44,14.52,-1.26,46.38,53.44,8042.53,-55.71,-15.42,0,70780,3
7.09,13.37,-1.3,46.4,53.44,8039.6,-56,-13.82,0,70828,3
6.06,13.5,-2.27,46.41,53.38,8036.92,-56.29,-14,0,70879,3
10.41,14.48,-4.04,46.43,53.38,8034.05,-56.8,-15.54,0,70930,3
9.16,13.05,-4.47,46.45,53.44,8031.16,-57.24,-14.2,0,70984,3
8.25,12.72,-5.56,46.47,53.44,8028.06,-57.83,-14.19,0,71032,3
11.71,13.14,-6.5,46.48,53.44,8025.27,-58.42,-15.03,0,71083,3
4.9,11.9,-7.07,46.5,53.44,8022.27,-59.07,-13.91,0,71134,3
10.97,11.42,-8.45,46.52,53.44,8019.23,-59.79,-14.42,0,71188,3
9.59,10.28,-9.34,46.53,53.44,8015.97,-60.57,-14.03,0,71236,3
7.85,9.83,-9.61,46.55,53.44,8013.03,-61.3,-13.65,0,71287,3
8.41,9.8,-10.87,46.57,53.38,8009.86,-62.19,-14.42,0,71338,3
11.54,8.27,-11.06,46.58,53.38,8006.65,-63.02,-13.63,0,71392,3
8.07,7.38,-11.19,46.59,53.38,8003.21,-63.85,-13.14,0,71440,3
9.75,6.45,-11.68,46.61,53.38,8000.1,-64.66,-13.05,0,71491,3
7.81,5.72,-12.33,46.62,53.44,7996.77,-65.43,-13.27,0,71542,3
9.51,5.55,-14.76,46.64,53.38,7993.38,-66.41,-15.39,0,71596,3
6.41,5,-12.35,46.65,53.38,7989.75,-67.25,-12.79,0,71644,3
16.7,4.34,-17.48,46.67,53.44,7986.48,-68.24,-17.46,0,71695,3
12.87,3.52,-13.75,46.69,53.44,7982.95,-69.15,-13.72,0,71746,3
10.26,2.64,-13.78,46.7,53.38,7979.37,-70.11,-13.76,0,71800,3
13.87,2.26,-12.94,46.71,53.38,7975.53,-71.02,-12.99,0,71848,3
13.57,3.15,-12.62,46.73,53.38,7972.08,-71.88,-12.67,0,71899,3
10.82,2.94,-12.06,46.75,53.38,7968.36,-72.72,-12.05,0,71950,3
15.44,2.59,-10.99,46.76,53.38,7964.6,-73.56,-11.25,0,72005,3
8.81,1.75,-10.75,46.78,53.38,7960.5,-74.43,-10.73,0,72053,3
10.97,2.07,-9.89,46.8,53.38,7956.87,-75.23,-9.88,0,72105,3
4.49,1.13,-10.74,46.81,53.38,7952.91,-75.98,-10.34,0,72156,3
8.73,0.44,-10.74,46.83,53.38,7948.99,-76.75,-10.74,0,72209,3
12.07,0.05,-10.86,46.84,53.38,7944.88,-77.53,-11.13,0,72257,3
7.2,-0.69,-10.47,46.86,53.38,7941.11,-78.24,-10.5,0,72307,3
5.32,-1.07,-10.12,46.88,53.38,7937.16,-78.96,-10.07,0,72358,3
9.21,-1.35,-10.03,46.89,53.38,7933.08,-79.7,-10.28,0,72409,3
8.99,-1.91,-9.8,46.91,53.38,7928.97,-80.44,-10.18,0,72463,3
8.51,-2.6,-10.06,46.93,53.38,7924.58,-81.23,-10.56,0,72512,3
12.62,-4.73,-11.81,46.95,53.38,7920.55,-82.09,-13.25,0,72564,3
10.34,-3.93,-10.07,46.96,53.31,7916.23,-82.88,-11.13,0,72615,3
6.73,-3.72,-9.25,46.98,53.38,7911.97,-83.56,-10.06,0,72669,3
5.35,-3.72,-8.85,47,53.38,7907.41,-84.28,-9.59,0,72716,3
9.39,-4.01,-10.03,47.02,53.38,7903.4,-85.01,-10.86,0,72767,3
14.95,-4.58,-9.79,47.04,53.38,7899.02,-85.82,-11.32,0,72817,3
9.12,-4.6,-8.45,47.06,53.38,7894.67,-86.58,-9.9,0,72871,3
9.85,-4.86,-7.66,47.08,53.31,7889.94,-87.36,-9.54,0,72919,3
10.73,-4.91,-7.55,47.08,53.38,7885.72,-87.9,-9.52,0,72970,3
10.92,-5.3,-7.52,47.1,53.38,7881.2,-88.48,-9.76,0,73022,3
14.89,-5.77,-8.16,47.12,53.31,7876.57,-89.12,-10.81,0,73077,3
7.21,-5.19,-6.63,47.13,53.38,7871.65,-89.49,-8.68,0,73125,3
7.31,-5.51,-5.92,47.15,53.38,7867.35,-89.77,-8.51,0,73176,3
5.07,-5.72,-5.98,47.17,53.38,7862.76,-90.08,-8.42,0,73227,3
18.02,-6.9,-8.44,47.18,53.31,7858.15,-90.59,-11.88,0,73280,3
19,-7.29,-8.05,47.19,53.38,7853.35,-90.93,-12.07,0,73328,3
8.84,-6.52,-5.56,47.21,53.38,7848.99,-91.04,-9.16,0,73378,3
14.3,-6.59,-5.55,47.22,53.31,7844.44,-91.24,-9.89,0,73429,3
11.8,-7.14,-4.51,47.24,53.31,7839.81,-91.35,-9.74,0,73483,3
8.68,-6.58,-3.48,47.25,53.31,7834.9,-91.33,-8.46,0,73531,3
11.03,-6.93,-3.01,47.26,53.31,7830.55,-91.2,-9.06,0,73582,3
11.11,-6.69,-3.43,47.28,53.38,7825.94,-91.01,-8.93,0,73633,3
15.16,-6.79,-2.64,47.3,53.31,7821.33,-90.94,-9.59,0,73684,3
11.11,-6.07,-0.4,47.31,53.31,7816.73,-90.69,-8.04,0,73738,3
10.38,-6.29,1.05,47.33,53.31,7811.88,-90.49,-8.29,0,73786,3
8.55,-5.89,1.92,47.35,53.38,7807.6,-90.04,-7.82,0,73837,3
17.96,-5.35,3.24,47.38,53.31,7803.04,-89.94,-9.89,0,73888,3
7.53,-4.9,4.41,47.39,53.31,7798.5,-89.67,-7.99,0,73942,3
15.62,-3.59,5.27,47.41,53.31,7793.71,-89.49,-9.49,0,73990,3
22.24,-2.08,6.32,47.41,53.31,7789.47,-89.12,-11.03,0,74041,3
9.38,-2.16,7.43,47.43,53.38,7785,-88.65,-9.31,0,74092,3
7.43,-1.17,7.86,47.45,53.31,7780.55,-88.19,-9.04,0,74146,3
12.24,0.82,8.25,47.46,53.31,7775.86,-87.78,-10.2,0,74194,3
6.95,2.14,7.59,47.47,53.38,7771.74,-86.97,-8.34,0,74245,3
11.78,2.06,7.27,47.49,53.31,7767.39,-86.43,-9.77,0,74296,3
13.18,3.02,7.35,47.5,53.31,7763.08,-85.77,-10.52,0,74350,3
8.25,4.5,7.96,47.52,53.31,7758.54,-85.18,-10.29,0,74398,3
13.18,4.91,7.46,47.53,53.31,7754.55,-84.42,-11.67,0,74449,3
9.01,5.64,7.23,47.55,53.25,7750.35,-83.77,-10.84,0,74500,3
14.59,6.17,6.31,47.56,53.31,7746.18,-83.09,-12.16,0,74554,3
11.02,7.29,6.44,47.58,53.31,7741.79,-82.5,-12.11,0,74603,3
10.08,8.56,5.75,47.6,53.31,7737.86,-81.76,-12.33,0,74655,3
12.04,9.48,4.78,47.61,53.31,7733.72,-81.1,-13.16,0,74706,3
11.48,10.07,3.93,47.63,53.31,7729.69,-80.4,-13.25,0,74759,3
10.78,10.58,3.34,47.64,53.31,7725.55,-79.73,-13.45,0,74807,3
14.21,10.68,2.14,47.66,53.31,7721.84,-78.88,-14.37,0,74858,3
8.3,11.27,1.46,47.67,53.31,7717.94,-78.07,-13.15,0,74908,3
15.94,11.37,-0.56,47.68,53.31,7714.16,-77.28,-15.35,0,74962,3
10.77,10.81,-1.35,47.7,53.31,7710.12,-76.51,-13.43,0,75010,3
8.56,10.99,-1.47,47.71,53.31,7706.59,-75.41,-13.1,0,75062,3
7.66,11,-2.3,47.73,53.31,7702.8,-74.49,-13,0,75114,3
9.26,10.46,-3.79,47.74,53.31,7699.07,-73.55,-13.33,0,75165,3
13.45,8.39,-4.68,47.75,53.31,7695.47,-72.52,-13.11,0,75219,3
17.41,7.89,-6.04,47.77,53.25,7691.68,-71.76,-14.46,0,75267,3
26.45,6.6,-7.32,47.78,53.31,7688.38,-70.8,-16.7,0,75317,3
14.24,9.62,-5.67,47.81,53.25,7684.96,-70.08,-14.79,0,75368,3
8.88,10.21,-5.99,47.83,53.31,7681.5,-69.34,-13.8,0,75433,3
10.37,10.12,-6.91,47.86,53.25,7677.09,-69.26,-14.55,0,75487,3
10,9.68,-6.85,47.87,53.31,7673.46,-68.63,-13.97,0,75520,3
9.81,9.61,-6.9,47.89,53.31,7671.32,-67.02,-13.76,0,75572,3
14.51,9.64,-7.31,47.9,53.31,7667.95,-66.48,-15.03,0,75626,3
12.75,10.44,-7.72,47.92,53.31,7664.46,-66.05,-15.23,0,75675,3
10.81,9.39,-8.39,47.93,53.25,7661.32,-65.46,-14.46,0,75726,3
9.58,8.75,-8.97,47.94,53.25,7658.09,-64.91,-14.13,0,75777,3
